event_id,event_description,start_tstamp,confirmed_tstamp,created_tstamp,closed_tstamp,event_type,event_subtype,location,latitude,longitude,number_of_responders,lanes_affected
MDOT_CHART_1fffaffd0cd400b50041b48c33235daa,"Incident @ MD 5 AT I-95 [Collision, Property Damage]",,2004-12-07 11:06:21-05,2004-12-07 11:06:21-05,2004-12-08 00:30:06-05,accidentsAndIncidents,accident,MD 5 AT I-95,38.8177807,-76.9195222,4.0,
MDOT_CHART_4fff32c400d600b5004104e897035daa,"Incident @ US 50 BETWEEN MD 202 [Collision, Personal Injury]",,2004-12-07 11:41:22-05,2004-12-07 11:15:46-05,2004-12-07 12:33:48-05,accidentsAndIncidents,accident,US 50 BETWEEN MD 202 AND MD 201,38.9290389,-76.8968333,7.0,3.0
MDOT_CHART_f3feb4c70cd900b50041b48c33235daa,"Incident @ I-95 AT MD 32 [Collision, Personal Injury]",,2004-12-07 11:26:47-05,2004-12-07 11:26:47-05,2004-12-08 01:00:06-05,accidentsAndIncidents,accident,I-95 AT MD 32,39.1564663,-76.8216916,5.0,
MDOT_CHART_02003a6400e100b5004104e897035daa,"Incident @ I-495 RAMP TO MD 190[Collision, Property Damage]",,2004-12-07 11:59:42-05,2004-12-07 11:59:52-05,2004-12-07 12:41:28-05,accidentsAndIncidents,accident,I-495 RAMP TO MD 190,38.9905953,-77.1575556,3.0,0.0
MDOT_CHART_3affc0f70ce400b50041b48c33235daa,"Incident @ US 1 AT MONTGOMERY R [Collision, Property Damage]",,2004-12-07 12:14:31-05,2004-12-07 12:14:31-05,2004-12-07 12:54:02-05,accidentsAndIncidents,accident,US 1 AT MONTGOMERY RD,39.2069189,-76.7267475,2.0,0.0
MDOT_CHART_aeff410200e800b5004104e897035daa,"Incident @ MD 295 AT MD 201[Collision, Property Damage]",,,2004-12-07 12:28:04-05,2004-12-07 12:36:16-05,accidentsAndIncidents,accident,MD 295 AT MD 201,38.9263412,-76.926325,1.0,
MDOT_CHART_62ffd01700ef00b5004105e89f035daa,"Incident @ I-695 EX 34 MD 7[Collision, Personal Injury]",,2004-12-07 12:57:54-05,2004-12-07 12:57:56-05,2004-12-07 13:11:46-05,accidentsAndIncidents,accident,I-695 EX 34 MD 7,39.335924,-76.4912564,4.0,1.0
MDOT_CHART_2f00437a00ef00b5004104e897035daa,Incident @ I 270 BETWEEN MD 28 AND MD 189[Debris In Roadway],,2004-12-07 13:00:03-05,2004-12-07 13:00:14-05,2004-12-07 14:09:33-05,obstruction,debris on roadway,I 270 BETWEEN MD 28 AND MD 189,39.077972,-77.1690725,1.0,0.0
MDOT_CHART_93ffc4400cf000b50041b48c33235daa,Disabled Vehicle Event @ I-95 PRIOR W W BRIDGE,,2004-12-07 13:02:40-05,2004-12-07 13:02:40-05,2004-12-07 13:11:12-05,accidentsAndIncidents,disabled vehicle,I-95 PRIOR W W BRIDGE,38.7887144,-77.024651,1.0,
MDOT_CHART_5effc6010cf800b50041b48c33235daa,Action Event @ WW BRIDGE OPENING,,2004-12-07 13:35:45-05,2004-12-07 13:35:45-05,2004-12-07 14:16:58-05,accidentsAndIncidents,incident,WW BRIDGE OPENING,38.7869636,-77.0364496,0.0,
MDOT_CHART_1900465300fd00b5004104e897035daa,Incident @ I-95 AT W.W BRIDGE[Disabled In Roadway],,2004-12-07 13:59:21-05,2004-12-07 13:59:49-05,2004-12-07 14:16:17-05,accidentsAndIncidents,disabled vehicle,I-95 AT W.W BRIDGE,38.7921694,-77.0379098,1.0,1.0
MDOT_CHART_ceff480500fe00b5004104e897035daa,Disabled Vehicle Event @ I-495 AT GREEN TREE RD,,2004-12-07 14:01:47-05,2004-12-07 14:03:07-05,2004-12-07 14:09:01-05,accidentsAndIncidents,disabled vehicle,I-495 AT GREEN TREE RD,39.012646,-77.1444602,1.0,
MDOT_CHART_02004a3600ff00b5004104e897035daa,"Incident @ I-95 RAMP TO US 1[Collision, Property Damage]",,2004-12-07 14:16:35-05,2004-12-07 14:07:28-05,2004-12-07 14:26:09-05,accidentsAndIncidents,accident,I-95 RAMP TO US 1,39.0174506,-76.9268325,2.0,1.0
MDOT_CHART_b5ff5ed3000000b6004104e897035daa,Disabled Vehicle Event @ T W.W BRIDGE[Disabled In Roadway],,2004-12-07 13:59:21-05,2004-12-07 14:13:29-05,2004-12-07 14:36:01-05,accidentsAndIncidents,disabled vehicle,I-95 AT  W.W BRIDGE,38.7944741,-77.0408572,1.0,
MDOT_CHART_54ffd0e40c0000b60041b48c33235daa,Incident @ I-95 ON W W BRIDGE [Debris In Roadway],,2004-12-07 14:13:40-05,2004-12-07 14:13:40-05,2004-12-07 15:53:26-05,obstruction,debris on roadway,I-95 ON W W BRIDGE,38.7921699,-77.0364367,9.0,1.0
MDOT_CHART_b8ff60d3000100b6004104e897035daa,Disabled Vehicle Event @ I-95 RAMP TO US 1,,2004-12-07 14:18:04-05,2004-12-07 14:19:02-05,2004-12-07 14:25:53-05,accidentsAndIncidents,disabled vehicle,I-95 RAMP TO US 1,39.0174914,-76.9240322,1.0,
MDOT_CHART_9bffd8200c0300b60041b48c33235daa,Disabled Vehicle Event @ I-495 AT SLIGO CRK PKWY,,2004-12-07 14:23:12-05,2004-12-07 14:23:12-05,2004-12-07 14:35:30-05,accidentsAndIncidents,disabled vehicle,I-495 AT SLIGO CRK PKWY,39.0151186,-77.0314515,1.0,
MDOT_CHART_c5ffda480c0300b60041b48c33235daa,"Incident @ MD 5 AT BEECH RD [Collision, Personal Injury]",,2004-12-07 14:23:52-05,2004-12-07 14:23:52-05,2004-12-07 14:53:22-05,accidentsAndIncidents,accident,MD 5 AT BEECH RD,38.8279071,-76.9274097,4.0,1.0
MDOT_CHART_3f006355000300b6004104e897035daa,"Incident @ I-95 RAMP TO B. W. P[Collision, Property Damage]",,2004-12-07 14:24:42-05,2004-12-07 14:24:58-05,2004-12-07 14:43:51-05,accidentsAndIncidents,accident,I-95 RAMP TO B. W. PARKWAY NORTH,38.9908307,-76.8860912,5.0,
MDOT_CHART_fdffde7b0c0400b60041b48c33235daa,Congestion Event @ I-95 PRIOR WW BRIDGE,,2004-12-07 14:28:59-05,2004-12-07 14:28:59-05,2004-12-07 16:15:30-05,trafficConditions,traffic congestion,I-95 PRIOR WW BRIDGE,38.7921716,-77.0305445,0.0,
MDOT_CHART_56ffdfd30c0400b60041b48c33235daa,Congestion Event @ I-495 PRIOR MD 355,,2004-12-07 14:30:27-05,2004-12-07 14:30:27-05,2004-12-07 19:00:56-05,trafficConditions,traffic congestion,I-495 PRIOR MD 355,39.0152253,-77.0978536,0.0,
MDOT_CHART_77ff6a83000600b6004104e897035daa,Incident @ MD 5 AT I-95[Other],,2004-12-07 14:39:11-05,2004-12-07 14:40:44-05,2004-12-07 14:48:14-05,accidentsAndIncidents,incident,MD 5 AT I-95,38.8187383,-76.9166249,3.0,4.0
MDOT_CHART_9dff62a4010800b6004106e89f035daa,"Incident @ I-695 RAMP TO EX 34 M[Collision, Personal Injury]",,2004-12-07 14:48:25-05,2004-12-07 14:48:25-05,2004-12-07 15:59:18-05,accidentsAndIncidents,accident,I-695 RAMP TO EX 34 MD 7,39.3353576,-76.4916261,7.0,1.0
MDOT_CHART_a7ff6c9e010e00b6004106e89f035daa,"Incident @ I-95 RAMP TO MD 100 E[Collision, Personal Injury]",,2004-12-07 15:12:44-05,2004-12-07 15:12:53-05,2004-12-07 16:35:20-05,accidentsAndIncidents,accident,I-95 RAMP TO MD 100 E/B,39.1968499,-76.7647647,8.0,1.0
MDOT_CHART_1c006f0e011000b6004106e89f035daa,"Incident @ I-695 PRIOR TO EX 38 [Collision, Property Damage]",,2004-12-07 15:18:51-05,2004-12-07 15:18:50-05,2004-12-07 16:04:08-05,accidentsAndIncidents,accident,I-695 PRIOR TO EX 38 MD 150,39.2969347,-76.5026989,2.0,
MDOT_CHART_a1ff7298001300b6004104e897035daa,Disabled Vehicle Event @ I-95 NORTH OF MD 212,,2004-12-07 15:33:47-05,2004-12-07 15:33:55-05,2004-12-07 15:38:35-05,accidentsAndIncidents,disabled vehicle,I-95 NORTH OF MD 212,39.0488273,-76.9299075,1.0,
MDOT_CHART_d8ff74cc001400b6004104e897035daa,Disabled Vehicle Event @ I-95 NORTH OF OLD GUNPOWDER,,2004-12-07 15:39:26-05,2004-12-07 15:40:11-05,2004-12-07 15:40:58-05,accidentsAndIncidents,disabled vehicle,I-95 NORTH OF OLD GUNPOWDER,39.0604155,-76.9202117,1.0,
MDOT_CHART_f6ff77e6001500b6004104e897035daa,Incident @ I-495 AT MD 190[Debris In Roadway],,2004-12-07 15:44:15-05,2004-12-07 15:44:35-05,2004-12-07 17:57:54-05,obstruction,debris on roadway,I-495 AT MD 190,38.9901552,-77.1564228,8.0,
MDOT_CHART_83ffeade0c1b00b60041b48c33235daa,Incident @ I-270 FROM DEMCY TO I-370 [Debris In Roadway],,2004-12-07 16:08:46-05,2004-12-07 16:08:46-05,2004-12-07 17:31:27-05,obstruction,debris on roadway,I-270 FROM DEMCY TO I-370,39.1211183,-77.195665,8.0,2.0
MDOT_CHART_dafff4290c1d00b60041b48c33235daa,Congestion Event @ I-495 INTO NORTHERN VIRGINIA,,2004-12-07 16:14:17-05,2004-12-07 16:14:17-05,2004-12-07 18:29:41-05,trafficConditions,traffic congestion,I-495 INTO NORTHERN VIRGINIA,38.9672944,-77.1842597,0.0,
MDOT_CHART_8efff5dc0c1d00b60041b48c33235daa,"Incident @ MD 450 WEST RAMP TO  [Collision, Property Damage]",,2004-12-07 16:17:16-05,2004-12-07 16:17:16-05,2004-12-07 17:55:03-05,accidentsAndIncidents,accident,MD 450 WEST RAMP TO US 50 EAST,38.9829667,-76.5423253,3.0,1.0
MDOT_CHART_cbfe84a3002000b6004104e897035daa,Incident @ MD 198 AT OLD GUNPOWDER[Debris In Roadway],,,2004-12-07 16:30:36-05,2004-12-07 17:34:56-05,obstruction,debris on roadway,MD 198 AT OLD GUNPOWDER,39.1005179,-76.9065127,3.0,0.0
MDOT_CHART_8cff09cd002800b6004106e89f035daa,Incident @ I-695 PRIOR TO EX 15 US 40[Other],,2004-12-07 17:04:41-05,2004-12-07 17:04:41-05,2004-12-07 17:22:14-05,accidentsAndIncidents,disabled vehicle,I-695 PRIOR TO EX 15 US 40,39.285965,-76.7355892,1.0,1.0
MDOT_CHART_e4ffe44a002900b6004105e89f035daa,Incident @ O/L I-695 X-18[Disabled In Roadway],,2004-12-07 17:06:54-05,2004-12-07 17:07:08-05,2004-12-07 17:38:27-05,accidentsAndIncidents,disabled vehicle,O/L I-695 X-18,39.3489253,-76.7451497,2.0,1.0
MDOT_CHART_f0ff0e29002b00b6004106e89f035daa,Incident @ US 40 RAMP TO MD 43[Debris In Roadway],,2004-12-07 17:14:21-05,2004-12-07 17:14:21-05,2004-12-07 19:34:10-05,accidentsAndIncidents,incident,US 40 RAMP TO MD 43,39.3742601,-76.4320785,4.0,1.0
MDOT_CHART_56ffe6b8002b00b6004105e89f035daa,"Incident @ I-195  PRIOR MD 166[Collision, Property Damage]",,2004-12-07 17:27:02-05,2004-12-07 17:18:03-05,2004-12-07 17:51:01-05,accidentsAndIncidents,accident,I-195  PRIOR MD 166,39.2371217,-76.7103747,4.0,1.0
MDOT_CHART_e6ff190d003200b6004106e89f035daa,"Incident @ GREENSPRING RD RAMP T[Collision, Property Damage]",,2004-12-07 17:43:59-05,2004-12-07 17:43:59-05,2004-12-07 18:34:27-05,accidentsAndIncidents,accident,GREENSPRING RD RAMP TO I/L I-695,39.3962048,-76.6875219,4.0,0.0
MDOT_CHART_47ff9bf6003200b6004104e897035daa,Disabled Vehicle Event @ I-495 AT MD 650,,2004-12-07 17:47:43-05,2004-12-07 17:47:52-05,2004-12-07 17:49:36-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 650,39.0168037,-76.9762544,1.0,
MDOT_CHART_220005490d3300b60041b48c33235daa,"Incident @ MD 100 EAST OF MD 10 [Collision, Property Damage]",,2004-12-07 17:48:41-05,2004-12-07 17:48:41-05,2004-12-07 20:59:04-05,accidentsAndIncidents,accident,MD 100 EAST OF MD 103,39.206351,-76.781516,2.0,1.0
MDOT_CHART_04ff9dac003700b6004104e897035daa,Disabled Vehicle Event @ I-495 PRIOR TO MD 97,,,2004-12-07 18:07:51-05,2004-12-07 18:24:26-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO MD 97,39.0119715,-77.0397599,1.0,
MDOT_CHART_3effa6dd003700b6004104e897035daa,Incident @ abled Vehicle Event @ I-495 PRIOR TO MD 97,,,2004-12-07 18:08:28-05,2004-12-07 18:23:34-05,accidentsAndIncidents,disabled vehicle,I-495 PRIOR TO MD 97,39.017235,-77.1003383,3.0,1.0
MDOT_CHART_6200207c003800b6004106e89f035daa,Incident @ I-695 RAMP TO EX 31 MD 43[Disabled In Roadway],,2004-12-07 18:11:41-05,2004-12-07 18:11:40-05,2004-12-07 18:24:53-05,accidentsAndIncidents,disabled vehicle,I-695 RAMP TO EX 31 MD 43,39.3841852,-76.5223849,1.0,0.0
MDOT_CHART_b8ff09d50d3900b60041b48c33235daa,"Incident @ MD 2 RAMP  @ US 50 [Collision, Property Damage]",,2004-12-07 18:16:37-05,2004-12-07 18:16:37-05,2004-12-07 20:59:22-05,accidentsAndIncidents,accident,MD 2 RAMP  @ US 50,38.9848142,-76.5319417,2.0,1.0
MDOT_CHART_62ffacf8003a00b6004104e897035daa,Disabled Vehicle Event @ I-495 AT MD 355,,2004-12-07 18:21:42-05,2004-12-07 18:22:06-05,2004-12-07 18:23:55-05,accidentsAndIncidents,disabled vehicle,I-495 AT MD 355,39.0165498,-77.0984215,1.0,
MDOT_CHART_c1ff14bd0d4f00b60041b48c33235daa,"Incident @ I-495 RAMP TO I-95 N [Collision, Property Damage]",,2004-12-07 19:50:05-05,2004-12-07 19:50:05-05,2004-12-07 20:53:27-05,accidentsAndIncidents,accident,I-495 RAMP TO I-95 NORTH,39.0219724,-76.9424631,6.0,2.0
MDOT_CHART_7d0019720d5100b60041b48c33235daa,Incident @ MD 191 BETWEEN SEVEN LOCKS RD [Debris In Roadway],,2004-12-07 19:57:22-05,2004-12-07 19:57:22-05,2004-12-07 23:38:04-05,obstruction,debris on roadway,MD 191 BETWEEN SEVEN LOCKS RD & HOLLEY OAKS RD,39.0117352,-77.1585994,2.0,8.0
MDOT_CHART_5c001645005900b600418ce833035daa,Action Event @ MD 122 AT WOODLAWN,,2004-12-07 20:31:18-05,2004-12-07 20:31:20-05,2004-12-08 13:10:06-05,accidentsAndIncidents,incident,MD 122 AT WOODLAWN,39.3116364,-76.7350221,1.0,
MDOT_CHART_acff3290005c00b6004106e89f035daa,"Incident @ I-695 @ EX 12 WILKENS[Collision, Property Damage]",,2004-12-07 20:45:15-05,2004-12-07 20:45:16-05,2004-12-07 21:16:14-05,accidentsAndIncidents,accident,I-695 @ EX 12 WILKENS AVE,39.2817362,-76.7297532,3.0,2.0
MDOT_CHART_4e001a20006c00b600418ce833035daa,"Incident @ MD 100  NEAR RAMP TO [Collision, Personal Injury]",,2004-12-07 21:52:44-05,2004-12-07 21:52:45-05,2004-12-07 22:23:32-05,accidentsAndIncidents,accident,MD 100  NEAR RAMP TO SB I-97,39.1513177,-76.6434524,4.0,1.0
MDOT_CHART_99ff29460d8900b60041b48c33235daa,Action Event @ MD 70 AT MD 435,,2004-12-07 23:55:34-05,2004-12-07 23:55:34-05,2004-12-08 18:00:06-05,accidentsAndIncidents,incident,MD 70 AT MD 435,38.9861224,-76.5004347,2.0,
MDOT_CHART_eeff413f0dcd00b60041b48c33235daa,Action Event @ MD 122  AT FORREST PARK  AVENUE,,2004-12-08 04:45:35-05,2004-12-08 04:45:35-05,2004-12-08 18:05:06-05,accidentsAndIncidents,incident,MD 122  AT FORREST PARK  AVENUE,39.3123493,-76.7348863,1.0,
MDOT_CHART_2e0048690ddc00b60041b48c33235daa,"Incident @ I-95 ON W W BRIDGE [Collision, Personal Injury]",,2004-12-08 05:50:17-05,2004-12-08 05:50:17-05,2004-12-08 19:05:06-05,accidentsAndIncidents,accident,I-95 ON W W BRIDGE,38.7957411,-77.0401934,5.0,1.0
MDOT_CHART_6eff53980de200b60041b48c33235daa,Action Event @ US 1 AT WHISKEY BOTTOM RD,,2004-12-08 06:16:40-05,2004-12-08 06:16:40-05,2004-12-08 20:00:06-05,accidentsAndIncidents,incident,US 1 AT WHISKEY BOTTOM RD,39.1156315,-76.8314144,1.0,
MDOT_CHART_73ff58950de500b60041b48c33235daa,"Incident @ I-95 PRIOR TO MD 450 [Collision, Property Damage]",,2004-12-08 06:29:25-05,2004-12-08 06:29:25-05,2004-12-08 21:20:06-05,accidentsAndIncidents,accident,I-95 PRIOR TO MD 450,38.957871,-76.8642645,10.0,4.0
MDOT_CHART_f1ff3a3e00eb00b6004106e89f035daa,"Incident @ I-695 PRIOR TO OLD HA[Collision, Property Damage]",,2004-12-08 06:55:19-05,2004-12-08 06:55:20-05,2004-12-08 20:16:06-05,accidentsAndIncidents,accident,I-695 PRIOR TO OLD HARFORD RD,39.3919458,-76.5391835,3.0,1.0
MDOT_CHART_b900365a00ed00b6004116e83d035daa,Special Event @ I-95 FORT McHENRY TUNNEL - TOYS FOR TOTS - 1,,2004-12-08 07:04:25-05,2004-12-08 07:04:37-05,2004-12-09 21:50:06-05,accidentsAndIncidents,incident,I-95 FORT McHENRY TUNNEL - TOYS FOR TOTS - 12/8 TO 12/10,39.266182,-76.5626824,1.0,
MDOT_CHART_f2ff388f00ef00b6004116e83d035daa,Special Event @ I-895 BALTIMORE HARBOR TUNNEL - TOYS FOR TOT,,2004-12-08 07:13:31-05,2004-12-08 07:13:33-05,2004-12-09 21:50:06-05,accidentsAndIncidents,incident,I-895 BALTIMORE HARBOR TUNNEL - TOYS FOR TOTS - 12/8 TO 12/10,39.2464615,-76.5758916,1.0,
MDOT_CHART_a5003a3f00f000b6004116e83d035daa,Special Event @ US-50 BAY BRIDGE - TOYS FOR TOTS - 12/8 TO 1,,2004-12-08 07:15:53-05,2004-12-08 07:15:57-05,2004-12-09 21:50:06-05,accidentsAndIncidents,incident,US-50 BAY BRIDGE - TOYS FOR TOTS - 12/8 TO 12/10,39.0129794,-76.4068549,1.0,
MDOT_CHART_1f0074190df100b60041b48c33235daa,Incident @ I-495 AT US ROUTE 1 [Disabled In Roadway],,2004-12-08 07:18:33-05,2004-12-08 07:18:33-05,2004-12-08 22:00:06-05,accidentsAndIncidents,disabled vehicle,I-495 AT US ROUTE 1,39.0181195,-76.9352934,1.0,1.0
MDOT_CHART_e4ff412100f400b6004106e89f035daa,"Incident @ I-70 PRIOR TO I-695[Collision, Property Damage]",,2004-12-08 07:31:57-05,2004-12-08 07:31:57-05,2004-12-08 20:45:06-05,accidentsAndIncidents,accident,I-70 PRIOR TO I-695,39.3054375,-76.7480064,3.0,1.0
MDOT_CHART_e5ff441a00f900b6004106e89f035daa,"Incident @ I-695 PRIOR TO EXIT 2[Collision, Property Damage]",,2004-12-08 07:53:01-05,2004-12-08 07:53:15-05,2004-12-08 21:25:06-05,accidentsAndIncidents,accident,I-695 PRIOR TO EXIT 23 JFX,39.4004624,-76.6779532,3.0,1.0
MDOT_CHART_8f00411500fd00b6004116e83d035daa,Special Event @ I-695 KEY BRIDGE - TOYS FOR TOTS - 12/8 TO 1,,2004-12-08 08:12:03-05,2004-12-08 08:12:05-05,2004-12-09 21:50:06-05,accidentsAndIncidents,incident,I-695 KEY BRIDGE - TOYS FOR TOTS - 12/8 TO 12/10,39.2264688,-76.511585,1.0,
MDOT_CHART_2effb2da0d0000b70041b48c33235daa,"Incident @ I-95 AT MD 450 [Collision, Property Damage]",,2004-12-08 08:25:46-05,2004-12-08 08:25:46-05,2004-12-08 21:35:06-05,accidentsAndIncidents,accident,I-95 AT MD 450,38.9589936,-76.8656982,3.0,3.0
MDOT_CHART_43ffb7e60d0400b70041b48c33235daa,Action Event @ I-95 AT EX 43 MD 100,,2004-12-08 08:43:02-05,2004-12-08 08:43:02-05,2004-12-08 21:50:06-05,accidentsAndIncidents,incident,I-95 AT EX 43 MD 100,39.1955083,-76.7643109,0.0,
MDOT_CHART_cfffc0630d0a00b70041b48c33235daa,Action Event @ I-95 @ MD 198,,2004-12-08 09:06:27-05,2004-12-08 09:06:27-05,2004-12-08 22:25:06-05,accidentsAndIncidents,incident,I-95 @ MD 198,39.097984,-76.8888901,0.0,
MDOT_CHART_1affc1ad0d0a00b70041b48c33235daa,Incident @ I-95 ON WW BRIDGE [Disabled In Roadway],,,2004-12-08 09:07:41-05,2004-12-08 22:55:06-05,accidentsAndIncidents,disabled vehicle,I-95 ON WW BRIDGE,38.791354,-77.0327129,2.0,1.0
MDOT_CHART_5fffc7e90d0d00b70041b48c33235daa,Action Event @ US 50 @ MD 70,,2004-12-08 09:21:29-05,2004-12-08 09:21:28-05,2004-12-08 22:45:06-05,accidentsAndIncidents,incident,US 50 @ MD 70,38.9942298,-76.5135877,0.0,
MDOT_CHART_1c0076f7002000b7004106e89f035daa,Incident @ I-695 PRIOR TO EXIT 16  I-70[Disabled In Roadway],,2004-12-08 10:43:57-05,2004-12-08 10:43:58-05,2004-12-09 00:16:06-05,accidentsAndIncidents,disabled vehicle,I-695 PRIOR TO EXIT 16  I-70,39.3046162,-76.7404723,3.0,1.0
MDOT_CHART_0900fe470d2200b70041b48c33235daa,"Incident @ I-95 N OF MD 202 [Collision, Property Damage]",,2004-12-08 10:48:23-05,2004-12-08 10:48:23-05,2004-12-09 00:05:06-05,accidentsAndIncidents,accident,I-95 N OF MD 202,38.9163468,-76.8496186,5.0,1.0
MDOT_CHART_01003511012c00b7004105e89f035daa,"Incident @ I/L I-695 EX 13 FREDE[Collision, Property Damage]",,2004-12-08 11:30:26-05,2004-12-08 11:30:31-05,2004-12-08 12:29:01-05,accidentsAndIncidents,accident,I/L I-695 EX 13 FREDERICK RD,39.2781575,-76.7268866,2.0,2.0
MDOT_CHART_68003872012f00b7004105e89f035daa,Incident @ N/B I-795 PRIOR EX 4 OWINGS MI[Debris In Roadway],,2004-12-08 11:45:28-05,2004-12-08 11:45:34-05,2004-12-09 00:50:06-05,obstruction,debris on roadway,N/B I-795 PRIOR EX 4 OWINGS MILLS BLVD,39.3973685,-76.7612523,1.0,
MDOT_CHART_71ff882a003000b7004106e89f035daa,"Incident @ I-695 RAMP TO EXIT 23[Collision, Property Damage]",,2004-12-08 11:48:05-05,2004-12-08 11:48:12-05,2004-12-08 13:06:11-05,accidentsAndIncidents,accident,I-695 RAMP TO EXIT 23B FALLS RD,39.4011282,-76.6777807,2.0,0.0
MDOT_CHART_260014320e3d00b70041b48c33235daa,Disabled Vehicle Event @ I-95 RAMP TO MD 210,,2004-12-08 12:43:14-05,2004-12-08 12:43:14-05,2004-12-08 13:34:44-05,accidentsAndIncidents,disabled vehicle,I-95 RAMP TO MD 210,38.8029762,-76.9971856,2.0,
MDOT_CHART_f4ff022a004300b7004104e897035daa,Disabled Vehicle Event @ I-495 BETWEEN MD 185 AND MD 97,,2004-12-08 13:11:17-05,2004-12-08 13:13:14-05,2004-12-08 13:44:56-05,accidentsAndIncidents,disabled vehicle,I-495 BETWEEN MD 185 AND MD 97,39.0040258,-77.076908,1.0,
MDOT_CHART_11ff93ab004400b7004106e89f035daa,"Incident @ I-695 PAST EX 9 HOLLI[Collision, Property Damage]",,2004-12-08 13:16:12-05,2004-12-08 13:16:07-05,2004-12-08 13:37:41-05,accidentsAndIncidents,accident,I-695 PAST EX 9 HOLLINS FERRY,39.204152,-76.6268322,2.0,2.0
MDOT_CHART_23000552004700b7004104e897035daa,Disabled Vehicle Event @ I-95 AT GREENBELT METRO,,2004-12-08 13:27:54-05,2004-12-08 13:28:40-05,2004-12-08 13:32:44-05,accidentsAndIncidents,disabled vehicle,I-95 AT GREENBELT METRO,39.0042465,-76.8932322,1.0,
MDOT_CHART_29000754004900b7004104e897035daa,Disabled Vehicle Event @ I-95 NORTH OF PARK AND RIDE,,2004-12-08 13:35:21-05,2004-12-08 13:35:35-05,2004-12-08 13:41:46-05,accidentsAndIncidents,disabled vehicle,I-95 NORTH OF PARK AND RIDE,39.0227284,-76.9478845,1.0,
MDOT_CHART_060023f40e4c00b70041b48c33235daa,Disabled Vehicle Event @ I-95 S. OF SUITLAND RD,,2004-12-08 13:50:28-05,2004-12-08 13:50:28-05,2004-12-08 13:52:08-05,accidentsAndIncidents,disabled vehicle,I-95 S. OF SUITLAND RD,38.8191193,-76.8943816,1.0,
MDOT_CHART_8dff0bb1004c00b7004104e897035daa,Incident @ I-95 NORTH OF CHERRY HILL RD[Off Road Activity],,2004-12-08 13:49:55-05,2004-12-08 13:50:53-05,2004-12-08 14:12:48-05,accidentsAndIncidents,incident,I-95 NORTH OF CHERRY HILL RD,39.0538389,-76.921249,1.0,
MDOT_CHART_61ff96f0004c00b7004106e89f035daa,Disabled Vehicle Event @ I-695 PRIOR TO EX 12 WILKENS AVE R/,,2004-12-08 13:51:00-05,2004-12-08 13:50:59-05,2004-12-08 14:11:08-05,accidentsAndIncidents,disabled vehicle,I-695 PRIOR TO EX 12 WILKENS AVE R/SH,39.2806788,-76.7299361,1.0,
MDOT_CHART_9fff0ebf004d00b7004104e897035daa,Disabled Vehicle Event @ I-95 SOUTH OF MD 212,,2004-12-08 13:54:14-05,2004-12-08 13:54:36-05,2004-12-08 14:21:12-05,accidentsAndIncidents,disabled vehicle,I-95 SOUTH OF MD 212,39.0488269,-76.9293411,1.0,
MDOT_CHART_4dff98d8004e00b7004106e89f035daa,"Incident @ I-695 @ EX 11 I-95[Collision, Personal Injury]",,2004-12-08 14:01:46-05,2004-12-08 14:01:46-05,2004-12-08 14:26:50-05,accidentsAndIncidents,accident,I-695 @ EX 11 I-95,39.2662517,-76.7119146,4.0,2.0
MDOT_CHART_cfff30a60e5600b70041b48c33235daa,Incident @ US 301 AT MARLBORO SQUARE [Debris In Roadway],,2004-12-08 14:31:50-05,2004-12-08 14:31:50-05,2004-12-08 14:56:46-05,obstruction,debris on roadway,US 301 AT MARLBORO SQUARE,38.8074879,-76.7423565,3.0,2.0
MDOT_CHART_2d001040005800b7004104e897035daa,Disabled Vehicle Event @ I-95 SOUTH OF CHERRY HILL RD,,2004-12-08 14:39:04-05,2004-12-08 14:39:40-05,2004-12-08 14:55:08-05,accidentsAndIncidents,disabled vehicle,I-95 SOUTH OF CHERRY HILL RD,39.0326489,-76.9430407,1.0,
MDOT_CHART_150037e20e5900b70041b48c33235daa,Disabled Vehicle Event @ I-95 AT MD 210,,2004-12-08 14:45:38-05,2004-12-08 14:45:38-05,2004-12-08 14:57:48-05,accidentsAndIncidents,disabled vehicle,I-95 AT MD 210,38.8059401,-76.9932214,1.0,
MDOT_CHART_0b003bd20e5b00b70041b48c33235daa,Incident @ MD 355 S. OF POOKS HILL [Disabled In Roadway],,2004-12-08 14:53:54-05,2004-12-08 14:53:53-05,2004-12-08 15:15:24-05,accidentsAndIncidents,disabled vehicle,MD 355 S. OF POOKS HILL,39.0105568,-77.0977088,3.0,0.0
MDOT_CHART_32003ff40e5c00b70041b48c33235daa,Incident @ US 301 RAMP TO MD 4 NORTH [Debris In Roadway],,2004-12-08 14:58:44-05,2004-12-08 14:58:44-05,2004-12-08 15:11:47-05,obstruction,debris on roadway,US 301 RAMP TO MD 4 NORTH,38.8137056,-76.7367437,3.0,1.0
MDOT_CHART_3b001445005d00b7004104e897035daa,Disabled Vehicle Event @ I-95 PRIOR TO MD 414,,2004-12-08 15:00:24-05,2004-12-08 15:00:44-05,2004-12-08 15:01:44-05,accidentsAndIncidents,disabled vehicle,I-95 PRIOR TO MD 414,38.8075125,-76.9703602,1.0,
